MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Lot.Shape,Land.Contour,Lot.Config,Land.Slope,Neighborhood,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Roof.Style,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Garage.Type,Garage.Finish,Garage.Cars,Garage.Area,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Fence,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,SalePrice,Condition,HasShed,HasAlley,Exterior,Garage_Quality,Exterior_Quality,Garage.Age,Remod.Age,House.Age
60,RL,75.0,8778.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1302.0,1302.0,Ex,Y,SBrkr,1302.0,528.0,0.0,1830.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,BuiltIn,RFn,3.0,859.0,Y,0.0,40.0,0.0,0.0,0.0,0.0,NoFence,0.0,3.0,2007.0,GroupedWD,Normal,5.344981413927258,Norm,False,False,VinylSd,TA_TA,Gd_TA,1.0,1.0,1.0
20,FV,72.0,8640.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,8,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1314.0,1338.0,Ex,Y,SBrkr,1338.0,0.0,0.0,1338.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,RFn,2.0,598.0,Y,0.0,141.0,0.0,0.0,0.0,0.0,NoFence,0.0,11.0,2007.0,New,Partial,5.319938439980309,Norm,False,False,VinylSd,TA_TA,Gd_TA,0.0,0.0,0.0
20,FV,75.0,9000.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1335.0,1335.0,Ex,Y,SBrkr,1335.0,0.0,0.0,1335.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,RFn,2.0,575.0,Y,0.0,210.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2007.0,New,Partial,5.323045735481702,Norm,False,False,VinylSd,TA_TA,Gd_TA,0.0,0.0,1.0
60,FV,72.0,8640.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,350.0,Unf,0.0,546.0,896.0,Ex,Y,SBrkr,896.0,896.0,0.0,1792.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,0.0,Attchd,Fin,2.0,590.0,Y,184.0,96.0,0.0,0.0,0.0,0.0,NoFence,0.0,11.0,2007.0,New,Partial,5.4065401804339555,Norm,False,False,VinylSd,TA_TA,Gd_TA,0.0,0.0,0.0
60,FV,81.0,10411.0,Reg,Lvl,Corner,Gtl,Somerst,1Fam,2Story,5,5,Gable,None,0.0,Gd,TA,CBlock,Gd,TA,NA,Unf,0.0,Unf,0.0,725.0,725.0,Ex,Y,SBrkr,725.0,863.0,0.0,1588.0,0.0,0.0,3.0,0.0,3.0,1.0,Gd,8.0,Typ,0.0,Attchd,Unf,2.0,561.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,7.0,2007.0,New,Partial,5.32655909646287,Norm,False,False,VinylSd,TA_TA,Gd_TA,0.0,0.0,0.0
60,FV,75.0,9000.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1088.0,1088.0,Ex,Y,SBrkr,1088.0,871.0,0.0,1959.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Attchd,RFn,3.0,1025.0,Y,208.0,46.0,0.0,0.0,0.0,0.0,NoFence,0.0,12.0,2007.0,GroupedWD,Normal,5.431363764158987,Norm,False,False,VinylSd,TA_TA,Gd_TA,1.0,1.0,1.0
60,FV,75.0,9000.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64.0,Unf,0.0,1120.0,1184.0,Ex,Y,SBrkr,1184.0,1426.0,0.0,2610.0,0.0,0.0,2.0,1.0,4.0,1.0,Ex,11.0,Typ,1.0,BuiltIn,Fin,2.0,550.0,Y,208.0,364.0,0.0,0.0,0.0,0.0,NoFence,0.0,8.0,2007.0,New,Partial,5.482125782226465,Norm,False,False,CemntBd,TA_TA,Gd_TA,0.0,0.0,0.0
60,FV,112.0,12217.0,IR1,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,5,Hip,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,745.0,Unf,0.0,210.0,955.0,Ex,Y,SBrkr,955.0,925.0,0.0,1880.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,1.0,Attchd,Fin,3.0,880.0,Y,168.0,127.0,0.0,0.0,0.0,0.0,NoFence,0.0,12.0,2007.0,New,Partial,5.491379905801653,Norm,False,False,WdShing,TA_TA,Gd_TA,0.0,0.0,0.0
20,FV,84.0,11096.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,8,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1632.0,1656.0,Ex,Y,SBrkr,1656.0,0.0,0.0,1656.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,RFn,3.0,826.0,Y,0.0,146.0,0.0,0.0,0.0,0.0,NoFence,0.0,7.0,2007.0,GroupedWD,Normal,5.397418542351348,Norm,False,False,VinylSd,TA_TA,Gd_TA,1.0,1.0,1.0
60,FV,84.0,10207.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,6,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,874.0,874.0,Ex,Y,SBrkr,874.0,887.0,0.0,1761.0,0.0,0.0,3.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,Fin,2.0,578.0,Y,144.0,105.0,0.0,0.0,0.0,0.0,NoFence,0.0,8.0,2007.0,New,Partial,5.3576966816630325,Norm,False,False,VinylSd,TA_TA,Gd_TA,0.0,0.0,0.0
20,FV,84.0,10440.0,Reg,Lvl,Corner,Gtl,Somerst,1Fam,1Story,8,5,Gable,None,0.0,Ex,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1574.0,1574.0,Ex,Y,SBrkr,1584.0,0.0,0.0,1584.0,0.0,0.0,2.0,0.0,2.0,1.0,Ex,6.0,Typ,1.0,Attchd,Fin,2.0,594.0,Y,0.0,256.0,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2007.0,New,Partial,5.417187606593508,Norm,False,False,CemntBd,TA_TA,Ex_TA,0.0,0.0,0.0
20,FV,100.0,11824.0,IR1,Lvl,Corner,Gtl,Somerst,1Fam,1Story,8,5,Gable,BrkFace,298.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1685.0,1685.0,Ex,Y,SBrkr,1685.0,0.0,0.0,1685.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Attchd,Fin,3.0,658.0,Y,112.0,63.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2007.0,GroupedWD,Normal,5.4031205211758175,Norm,False,False,VinylSd,TA_TA,Gd_TA,1.0,1.0,1.0
60,FV,85.0,10625.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,6,5,Gable,BrkFace,353.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1158.0,1158.0,Ex,Y,SBrkr,1158.0,1285.0,0.0,2443.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Min2,1.0,BuiltIn,RFn,3.0,744.0,Y,193.0,127.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2007.0,GroupedWD,Normal,5.423245873936808,Norm,False,False,VinylSd,TA_TA,Gd_TA,3.0,3.0,3.0
60,FV,102.0,11143.0,IR1,Lvl,Corner,Gtl,Somerst,1Fam,2Story,8,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1580.0,1580.0,Ex,Y,SBrkr,1580.0,886.0,0.0,2466.0,0.0,0.0,3.0,0.0,4.0,1.0,Gd,8.0,Typ,1.0,Attchd,RFn,2.0,610.0,Y,159.0,214.0,0.0,0.0,0.0,0.0,NoFence,0.0,12.0,2007.0,GroupedWD,Normal,5.531478917042255,Norm,False,False,CemntBd,TA_TA,Gd_TA,3.0,2.0,3.0
20,RL,60.0,12450.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,5,5,Gable,BrkFace,126.0,Gd,TA,PConc,Gd,TA,No,GLQ,729.0,Unf,0.0,365.0,1094.0,Ex,Y,SBrkr,1094.0,0.0,0.0,1094.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Detchd,Unf,2.0,576.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2007.0,GroupedWD,Normal,5.173186268412274,Railroad,False,False,VinylSd,TA_TA,Gd_TA,3.0,3.0,4.0
20,RL,65.0,7441.0,IR1,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,7,5,Gable,BrkFace,170.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1461.0,1461.0,Ex,Y,SBrkr,1486.0,0.0,0.0,1486.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,RFn,2.0,566.0,Y,0.0,32.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2007.0,GroupedWD,Normal,5.2576785748691846,Norm,False,False,VinylSd,TA_TA,Gd_TA,1.0,1.0,1.0
60,RL,70.0,8462.0,IR1,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,6,5,Gable,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814.0,Unf,0.0,114.0,928.0,Ex,Y,SBrkr,936.0,785.0,0.0,1721.0,0.0,1.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,RFn,2.0,471.0,Y,300.0,87.0,0.0,0.0,0.0,0.0,NoFence,0.0,7.0,2007.0,GroupedWD,Normal,5.303196057420489,Norm,False,False,HdBoard,TA_TA,Gd_Gd,13.0,13.0,13.0
60,RL,68.0,11613.0,IR2,Lvl,Corner,Gtl,SawyerW,1Fam,2Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,480.0,Unf,0.0,384.0,864.0,Ex,Y,SBrkr,920.0,900.0,0.0,1820.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,RFn,2.0,492.0,Y,144.0,85.0,0.0,0.0,0.0,0.0,GdPrv,0.0,5.0,2007.0,GroupedWD,Normal,5.282735372621018,Norm,False,False,VinylSd,TA_TA,Gd_TA,14.0,10.0,14.0
20,RL,65.0,8450.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,7,5,Gable,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1349.0,1349.0,Ex,Y,SBrkr,1349.0,0.0,0.0,1349.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,Unf,2.0,539.0,Y,120.0,55.0,0.0,0.0,0.0,0.0,GdPrv,0.0,12.0,2007.0,GroupedWD,Normal,5.252853030979893,Norm,False,False,VinylSd,TA_TA,TA_TA,7.0,6.0,7.0
20,RL,68.0,16196.0,IR3,Low,Inside,Gtl,SawyerW,1Fam,1Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443.0,Unf,0.0,39.0,1482.0,Ex,Y,SBrkr,1494.0,0.0,0.0,1494.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,5.0,Typ,1.0,Attchd,RFn,2.0,514.0,Y,402.0,25.0,0.0,0.0,0.0,0.0,NoFence,0.0,8.0,2007.0,GroupedWD,Normal,5.332438459915605,Norm,False,False,VinylSd,TA_TA,Gd_TA,9.0,9.0,9.0
120,RL,50.0,8012.0,Reg,Lvl,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430.0,Unf,0.0,1145.0,1575.0,Gd,Y,SBrkr,1575.0,0.0,0.0,1575.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Attchd,RFn,2.0,529.0,Y,0.0,0.0,52.0,0.0,0.0,0.0,NoFence,0.0,7.0,2007.0,GroupedWD,Normal,5.253338005326106,Norm,False,False,Plywood,TA_TA,Gd_TA,15.0,15.0,15.0
160,RL,50.0,8012.0,Reg,Lvl,Inside,Gtl,SawyerW,TwnhsE,2Story,6,5,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,Ex,Y,SBrkr,630.0,636.0,0.0,1266.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,5.0,Typ,2.0,Attchd,RFn,1.0,283.0,Y,340.0,0.0,0.0,0.0,0.0,0.0,MnPrv,0.0,7.0,2007.0,GroupedWD,Normal,5.107209969647869,Norm,False,False,Plywood,TA_TA,TA_TA,27.0,27.0,27.0
85,RL,68.0,9180.0,IR1,Lvl,CulDSac,Gtl,SawyerW,1Fam,SFoyer,5,7,Gable,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747.0,LwQ,93.0,0.0,840.0,Gd,Y,SBrkr,884.0,0.0,0.0,884.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Attchd,RFn,2.0,504.0,Y,240.0,0.0,0.0,0.0,0.0,0.0,MnPrv,0.0,12.0,2007.0,GroupedWD,Normal,5.158362492095249,Norm,False,False,HdBoard,TA_Gd,TA_TA,24.0,24.0,24.0
90,RH,60.0,8400.0,Reg,Lvl,Inside,Gtl,SawyerW,Duplex,1Story,5,5,Gable,BrkFace,320.0,TA,TA,Other,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,TA,Y,SBrkr,2020.0,0.0,0.0,2020.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,10.0,Typ,2.0,Detchd,Unf,2.0,630.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,10.0,2007.0,GroupedWD,Normal,5.158362492095249,Roads,False,False,Plywood,TA_TA,TA_TA,30.0,30.0,30.0
20,RL,64.0,6285.0,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,Gable,None,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,138.0,Rec,351.0,405.0,894.0,TA,Y,SBrkr,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Detchd,Unf,1.0,308.0,Y,192.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,3.0,2007.0,GroupedWD,Normal,5.08188713942355,Norm,False,False,Plywood,TA_TA,TA_TA,28.0,30.0,30.0
20,RL,80.0,8480.0,Reg,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,6,Hip,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,630.0,Unf,0.0,340.0,970.0,TA,Y,SBrkr,970.0,0.0,0.0,970.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Detchd,Unf,2.0,624.0,Y,0.0,24.0,0.0,0.0,192.0,0.0,NoFence,0.0,7.0,2007.0,GroupedWD,Normal,5.122215878272827,Norm,False,False,HdBoard,TA_TA,TA_TA,11.0,44.0,44.0
20,RL,70.0,7420.0,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,Hip,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,417.0,Unf,0.0,640.0,1057.0,TA,Y,SBrkr,1057.0,0.0,0.0,1057.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Detchd,Fin,2.0,576.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2007.0,GroupedWD,Normal,5.12057393120585,Norm,False,False,MetalSd,TA_TA,TA_TA,30.0,45.0,45.0
20,RL,68.0,7758.0,IR1,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,7,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,588.0,Unf,0.0,411.0,999.0,Gd,Y,SBrkr,999.0,0.0,0.0,999.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Detchd,Unf,1.0,264.0,Y,0.0,132.0,0.0,0.0,0.0,0.0,NoFence,0.0,3.0,2007.0,GroupedWD,Normal,5.122215878272827,Norm,False,False,HdBoard,TA_TA,TA_Gd,44.0,6.0,45.0
20,RL,85.0,6970.0,Reg,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,4,5,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932.0,Unf,0.0,108.0,1040.0,TA,Y,SBrkr,1120.0,0.0,0.0,1120.0,1.0,0.0,1.0,1.0,3.0,1.0,Fa,5.0,Typ,0.0,Attchd,RFn,2.0,544.0,Y,168.0,0.0,0.0,0.0,0.0,0.0,NoFence,400.0,5.0,2007.0,GroupedWD,Normal,5.110589710299249,Roads,True,False,VinylSd,TA_TA,TA_TA,46.0,46.0,46.0
20,RL,40.0,13673.0,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,1Story,5,5,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1140.0,1140.0,TA,Y,SBrkr,1696.0,0.0,0.0,1696.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,8.0,Min2,1.0,Attchd,RFn,1.0,349.0,Y,0.0,30.0,0.0,0.0,0.0,0.0,NoFence,0.0,3.0,2007.0,GroupedWD,Normal,5.158060793936605,Railroad,False,False,HdBoard,TA_TA,TA_Gd,45.0,45.0,45.0
20,RL,84.0,7476.0,Reg,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,7,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,812.0,Unf,0.0,228.0,1040.0,TA,Y,SBrkr,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,0.0,Detchd,Fin,2.0,686.0,Y,188.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2007.0,GroupedWD,Normal,5.161368002234975,Norm,False,False,HdBoard,TA_TA,TA_TA,16.0,39.0,39.0
20,RL,68.0,9945.0,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,Hip,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,827.0,Unf,0.0,161.0,988.0,TA,Y,SBrkr,988.0,0.0,0.0,988.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Detchd,Unf,2.0,572.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,10.0,2007.0,GroupedWD,Normal,5.108903127667313,Norm,False,False,Wd Sdng,TA_TA,TA_TA,44.0,46.0,46.0
20,RL,68.0,6173.0,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,6,Gable,BrkFace,75.0,TA,TA,CBlock,TA,TA,No,GLQ,599.0,Unf,0.0,277.0,876.0,TA,Y,SBrkr,902.0,0.0,0.0,902.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,Unf,1.0,288.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,0.0,8.0,2007.0,GroupedWD,Normal,5.098643725817057,Norm,False,False,HdBoard,TA_TA,TA_TA,40.0,40.0,40.0
60,RL,68.0,19522.0,IR1,Bnk,Inside,Gtl,Veenker,1Fam,2Story,7,5,Gable,BrkFace,272.0,Gd,TA,PConc,Gd,TA,No,GLQ,727.0,Unf,0.0,496.0,1223.0,Gd,Y,SBrkr,1271.0,1232.0,0.0,2503.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Attchd,RFn,2.0,564.0,Y,0.0,99.0,0.0,0.0,182.0,0.0,NoFence,0.0,2.0,2007.0,GroupedWD,Normal,5.477121254719663,Norm,False,False,HdBoard,TA_TA,Gd_TA,17.0,17.0,17.0
60,RL,68.0,17542.0,IR1,Lvl,Inside,Gtl,Veenker,1Fam,2Story,7,7,Gable,None,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125.0,ALQ,1031.0,36.0,1192.0,TA,Y,SBrkr,1516.0,651.0,0.0,2167.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,2.0,Attchd,RFn,2.0,518.0,Y,220.0,47.0,0.0,0.0,0.0,0.0,MnPrv,0.0,7.0,2007.0,GroupedWD,Normal,5.468347330412158,Norm,False,False,Wd Sdng,TA_TA,Gd_TA,33.0,4.0,33.0
20,RL,44.0,10751.0,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,1Story,5,5,Gable,BrkFace,44.0,TA,TA,CBlock,Fa,TA,Gd,ALQ,787.0,Unf,0.0,250.0,1037.0,TA,Y,SBrkr,1037.0,0.0,0.0,1037.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Attchd,RFn,2.0,431.0,Y,136.0,47.0,0.0,0.0,0.0,0.0,NoFence,0.0,8.0,2007.0,GroupedWD,Normal,5.110589710299249,Railroad,False,False,Plywood,TA_TA,TA_TA,33.0,33.0,33.0
85,RL,68.0,16647.0,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,SFoyer,5,5,Gable,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390.0,Unf,0.0,0.0,1390.0,TA,Y,SBrkr,1701.0,0.0,0.0,1701.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Min2,2.0,Basment,Fin,2.0,611.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,1.0,2007.0,GroupedWD,Normal,5.232996110392154,Railroad,False,False,HdBoard,TA_TA,TA_TA,32.0,26.0,32.0
20,RL,43.0,12712.0,IR1,Lvl,CulDSac,Gtl,Sawyer,1Fam,1Story,6,7,Gable,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,968.0,Unf,0.0,76.0,1044.0,TA,Y,SBrkr,1055.0,0.0,0.0,1055.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Attchd,RFn,2.0,542.0,Y,455.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,1.0,2007.0,GroupedWD,Abnorml,5.1673173347481764,Railroad,False,False,CemntBd,TA_TA,TA_TA,34.0,1.0,34.0
60,RL,68.0,9572.0,IR1,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,8,5,Gable,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482.0,Unf,0.0,971.0,1453.0,Ex,Y,SBrkr,1453.0,1357.0,0.0,2810.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Attchd,RFn,2.0,750.0,Y,500.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2007.0,GroupedWD,Normal,5.480006942957151,Norm,False,False,Wd Sdng,Gd_Gd,Gd_TA,17.0,17.0,17.0
50,RL,85.0,10678.0,Reg,Lvl,Inside,Gtl,NoRidge,1Fam,1.5Fin,8,5,Hip,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0.0,983.0,1683.0,Ex,Y,SBrkr,2129.0,743.0,0.0,2872.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Attchd,Fin,2.0,541.0,Y,0.0,33.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2007.0,GroupedWD,Normal,5.45484486000851,Norm,False,False,HdBoard,TA_TA,Gd_TA,15.0,7.0,15.0
120,FV,45.0,4379.0,IR1,Lvl,FR2,Gtl,Somerst,TwnhsE,1Story,8,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,851.0,Unf,0.0,527.0,1378.0,Ex,Y,SBrkr,1378.0,0.0,0.0,1378.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Attchd,Fin,2.0,540.0,Y,160.0,56.0,0.0,0.0,0.0,0.0,NoFence,0.0,7.0,2007.0,GroupedWD,Normal,5.330413773349191,Norm,False,False,MetalSd,TA_TA,Gd_TA,3.0,3.0,3.0
120,FV,80.0,3523.0,IR1,Lvl,Inside,Gtl,Somerst,TwnhsE,1Story,8,5,Gable,Stone,30.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,0.0,1081.0,1141.0,Ex,Y,SBrkr,1151.0,0.0,0.0,1151.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Attchd,Fin,2.0,484.0,Y,0.0,60.0,0.0,0.0,0.0,0.0,NoFence,0.0,2.0,2007.0,New,Partial,5.220108088040055,Norm,False,True,VinylSd,TA_TA,Gd_TA,1.0,0.0,1.0
120,FV,32.0,3784.0,IR1,Lvl,Inside,Gtl,Somerst,TwnhsE,1Story,8,5,Gable,Stone,36.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,0.0,1451.0,1511.0,Ex,Y,SBrkr,1565.0,0.0,0.0,1565.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Attchd,Fin,2.0,476.0,Y,0.0,120.0,0.0,0.0,0.0,0.0,NoFence,0.0,2.0,2007.0,New,Partial,5.287353772714747,Norm,False,True,VinylSd,TA_TA,Gd_TA,1.0,0.0,1.0
120,FV,47.0,4230.0,Reg,Lvl,Corner,Gtl,Somerst,TwnhsE,1Story,7,5,Gable,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1352.0,1352.0,Ex,Y,SBrkr,1352.0,0.0,0.0,1352.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Attchd,RFn,2.0,466.0,Y,0.0,241.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2007.0,New,Partial,5.319938439980309,Norm,False,True,VinylSd,TA_TA,Gd_TA,1.0,0.0,1.0
